0,0,0,0,0,0,0,0,0,0.610269,0.12506,0.189214,0,0,0,0,0,0,0,0,0,0.212378,0.363461,-0.00747916,-1.96441,-0.0199472,2.37451,-1.50634,-0.000303001,-0.000185698,0.000810325,-0.0006974,-9.12459e-05,0.000315769,0.000334037,
-0.00186955,0.00167789,0.00798939,-0.00134938,0.00121104,0.00576646,8.2405e-05,4.07903e-05,0.000192959,0.610352,0.1251,0.189407,0.610352,0.1251,0.189407,6.10352,1.251,1.89407,61.0352,12.51,18.9407,0.212403,0.363258,-0.00746618,-1.96425,-0.0199537,2.37449,-1.50634,0.00265296,-0.0186968,0.00128063,0.0105454,-0.000649256,-0.00036117,0.000173636,
0.00451664,-0.00285512,0.00911824,0.00129726,-0.000331148,0.014212,0.00138468,0.000744245,0.00447119,0.611654,0.125804,0.193685,0.611572,0.125763,0.193492,6.11572,1.25763,1.93492,55.0536,11.3253,17.4552,0.212551,0.357841,-0.00694416,-1.9618,-0.0199618,2.37278,-1.50634,2.79516e-05,-0.101834,0.00143707,0.0186435,-0.000387777,-0.0163902,0.000756663,
-0.0122223,-0.0099631,0.0133286,-0.00602322,-0.00815509,0.0263612,0.00320588,0.000492776,0.0125655,0.613475,0.125552,0.20178,0.612091,0.124808,0.197308,6.12091,1.24808,1.97308,55.0933,11.2232,17.7959,0.212403,0.345589,-0.00777167,-1.96017,-0.0199834,2.36994,-1.50634,-0.00017403,-0.161433,-0.0295484,-0.000633823,-0.00114369,-0.12237,0.000446641,
-0.0211,-0.0160671,0.00527993,-0.0234365,-0.0216802,0.0337336,-0.000625468,-0.00361477,0.0241155,0.609644,0.121445,0.21333,0.606438,0.120952,0.200764,6.06438,1.20952,2.00764,54.5229,10.8471,18.1033,0.212327,0.321186,-0.0124809,-1.96003,-0.0210064,2.33242,-1.50634,-0.0150965,-0.289079,-0.0602891,-0.024967,-0.0135028,-0.557246,0.00134,
-0.012978,-0.0196999,0.00638098,-0.0389741,-0.0400642,0.0398714,-0.011742,-0.0130433,0.0334979,0.598527,0.112016,0.222712,0.599153,0.115631,0.198597,5.99153,1.15631,1.98597,53.8509,10.3536,17.852,0.210179,0.292855,-0.0204072,-1.96332,-0.0261838,2.26171,-1.50642,-0.0235638,-0.261246,-0.108866,-0.0504359,-0.0798001,-0.680295,-0.000971976,
-0.0124915,-0.0218436,0.0114427,-0.0516138,-0.0608934,0.0494903,-0.0181832,-0.022363,0.0384677,0.592086,0.102697,0.227682,0.603828,0.11574,0.194184,6.03828,1.1574,1.94184,54.3913,10.4177,17.4324,0.209073,0.277232,-0.0301058,-1.96548,-0.0363982,2.21964,-1.50793,-0.00596908,-0.207973,-0.160384,-0.026165,-0.178476,-0.549301,-0.013871,
-0.00901125,-0.0338975,0.0125639,-0.061629,-0.0898452,0.0613008,-0.0253457,-0.0396384,0.0472056,0.584924,0.0854212,0.23642,0.603107,0.107784,0.197952,6.03107,1.07784,1.97952,54.2724,9.62102,17.8534,0.207941,0.254078,-0.0497546,-1.96812,-0.0603465,2.16686,-1.50819,-0.00547316,-0.225642,-0.195839,-0.0263054,-0.247728,-0.458165,-0.00741315,
0.00505452,-0.0218685,0.00115739,-0.0617837,-0.115904,0.0666091,-0.0314093,-0.0618374,0.0577286,0.57886,0.0632222,0.246943,0.604206,0.102861,0.199737,6.04206,1.02861,1.99737,54.3895,9.20822,17.9942,0.207168,0.228306,-0.0754446,-1.97242,-0.0977742,2.12077,-1.5098,-0.00664963,-0.253713,-0.288394,-0.069418,-0.421904,-0.438507,-0.016405,
0.0192063,-0.0209187,-0.0055733,-0.048451,-0.136863,0.0638227,-0.035145,-0.0877843,0.0635073,0.575124,0.0372753,0.252721,0.606534,0.0991127,0.194993,6.06534,0.991127,1.94993,54.6113,8.88267,17.5019,0.204672,0.208695,-0.10808,-1.98502,-0.131782,2.10504,-1.51261,-0.030009,-0.125161,-0.322384,-0.145201,-0.177179,0.0133279,-0.0617076,
0.0186663,-0.00531081,-0.0123209,-0.0298489,-0.148273,0.0542609,-0.0317432,-0.112335,0.0617464,0.578526,0.0127243,0.250961,0.613671,0.100509,0.187453,6.13671,1.00509,1.87453,55.3018,9.05974,16.7954,0.200384,0.207548,-0.144841,-1.9978,-0.144103,2.13641,-1.52858,-0.0582025,0.0604442,-0.363888,-0.101043,0.00732472,0.50669,-0.190749,
0.0128275,0.000398613,-0.00758682,-0.0152654,-0.150389,0.0452685,-0.0221956,-0.132768,0.0536522,0.588074,-0.00770877,0.242866,0.619817,0.104627,0.18112,6.19817,1.04627,1.8112,55.845,9.45757,16.2375,0.195843,0.224459,-0.179624,-2.00794,-0.138992,2.20565,-1.54491,-0.0320566,0.215172,-0.281581,-0.0848003,0.12626,0.709453,-0.037583,
0.00343981,0.00364459,-0.0192328,-0.00776043,-0.148307,0.0311687,-0.0123659,-0.141651,0.0442604,0.597904,-0.0165917,0.233474,0.620099,0.116177,0.179822,6.20099,1.16177,1.79822,55.8117,10.5714,16.171,0.195075,0.247397,-0.199577,-2.01289,-0.121723,2.27352,-1.54503,-0.00120385,0.219422,-0.111755,-0.0214001,0.227695,0.530228,-0.0016696,
0.00862862,0.0015726,-0.0108948,-0.00120971,-0.145898,0.0168493,-0.00816258,-0.141103,0.0305234,0.602107,-0.0160435,0.219738,0.614473,0.125608,0.175477,6.14473,1.25608,1.75477,55.2463,11.399,15.7495,0.194915,0.274692,-0.203017,-2.01562,-0.0987703,2.31364,-1.54503,0.00167014,0.308019,0.00224794,-0.011792,0.177326,0.342343,-0.00049595,
0.00877545,-0.00493746,-0.0104379,0.00752362,-0.147999,0.00590279,-0.00326236,-0.13947,0.0160674,0.607007,-0.0144103,0.205281,0.61517,0.126693,0.174758,6.1517,1.26693,1.74758,55.3722,11.4132,15.721,0.195762,0.306012,-0.202561,-2.01471,-0.0929158,2.35358,-1.54504,0.00893623,0.276033,-0.00616345,0.014756,0.00445371,0.403928,-0.00185576,
0.00417496,-0.00487141,-0.00765047,0.0134637,-0.152557,-0.00261912,0.00246525,-0.139843,0.00442377,0.612735,-0.0147834,0.193638,0.615997,0.124687,0.177571,6.15997,1.24687,1.77571,55.448,11.2017,16.0095,0.194916,0.333929,-0.203017,-2.0123,-0.0929013,2.39454,-1.54503,-0.0218905,0.250487,-0.0155064,0.0329293,0.00120364,0.376838,0.00115963,
0.00975691,-0.00805537,7.31828e-05,0.0208555,-0.159236,-0.00621987,0.00672281,-0.143805,-0.00458552,0.616992,-0.0187454,0.184629,0.614527,0.121098,0.180205,6.14527,1.21098,1.80205,55.2927,10.8629,16.2448,0.192664,0.35698,-0.207583,-2.00808,-0.0925259,2.42311,-1.54503,-0.019686,0.192077,-0.0703302,0.0591331,0.0159562,0.177667,0.000562627,
-0.00098295,0.00295617,0.00152386,0.0246289,-0.161235,-0.00554351,0.0117275,-0.149498,-0.00773008,0.621997,-0.0244381,0.181484,0.615274,0.119367,0.18607,6.15274,1.19367,1.8607,55.3821,10.7257,16.8049,0.191409,0.373423,-0.21602,-1.99615,-0.0897117,2.4357,-1.54503,-0.0152015,0.133153,-0.062863,0.141779,0.0967792,0.00131488,-2.65367e-05,
-0.00643563,0.000566001,-0.00597689,0.021261,-0.159825,-0.0077944,0.014837,-0.150556,-0.00764672,0.625106,-0.0254961,0.181567,0.613379,0.124002,0.189297,6.13379,1.24002,1.89297,55.1852,11.2065,17.0691,0.190635,0.381077,-0.219246,-1.98461,-0.0694087,2.43349,-1.54503,0.000150735,0.0289258,-0.0190827,0.0699873,0.196269,-0.0276109,-4.53979e-05,
-0.004108,-0.00746697,0.0014492,0.0161069,-0.163136,-0.00996442,0.0142066,-0.150533,-0.00944594,0.624476,-0.0254731,0.179768,0.609639,0.125083,0.187415,6.09639,1.25083,1.87415,54.8301,11.2682,16.8485,0.19059,0.384164,-0.220617,-1.98374,-0.0546075,2.43111,-1.54503,-0.00117572,0.0336201,-0.0225239,-0.00100178,0.0272564,0.000448506,0.00108427,
-0.0021851,-0.00139642,-0.00187049,0.012926,-0.167413,-0.0102797,0.0139696,-0.152363,-0.00982848,0.624239,-0.0273034,0.179386,0.610032,0.123229,0.188832,6.10032,1.23229,1.88832,54.9068,11.0721,17.009,0.190692,0.385,-0.223567,-1.98372,-0.0544612,2.43071,-1.54504,0.00057478,-0.00098746,-0.0244692,0.0018884,-0.000174552,-0.00893291,-0.00196447,
-0.00826546,0.00342698,0.00603693,0.00768459,-0.16662,-0.00824483,0.0132861,-0.153521,-0.0103252,0.623556,-0.0284616,0.178889,0.609586,0.123901,0.188717,6.09586,1.23901,1.88717,54.8583,11.1578,16.9834,0.190718,0.385112,-0.225346,-1.98466,-0.0543779,2.42949,-1.54503,0.000781342,-0.00577425,-0.00309683,-0.0133201,0.00221561,-0.000631638,-0.00104823,
0.00081063,0.00837819,0.000376246,0.00396966,-0.161465,-0.0052049,0.0127817,-0.152923,-0.00919221,0.623051,-0.0278631,0.180022,0.609765,0.125658,0.190347,6.09765,1.25658,1.90347,54.8806,11.3268,17.1475,0.191469,0.382429,-0.225199,-1.98476,-0.0539138,2.42514,-1.54503,0.0227726,-0.0668702,-0.00145617,0.000904239,0.000479088,-0.122187,0.00149919,
-0.00975366,0.0123912,-0.00932235,8.00305e-05,-0.151536,-0.00877651,0.010842,-0.150906,-0.00614952,0.621111,-0.0258463,0.183065,0.60833,0.127076,0.192257,6.0833,1.27076,1.92257,54.7353,11.4511,17.3222,0.193309,0.374655,-0.223809,-1.98497,-0.0536329,2.4101,-1.54503,0.0245328,-0.0598221,0.021014,-0.0085927,-0.000532843,-0.0912111,0.000873836,
0.00585664,-0.000820316,-0.0106883,-0.00280647,-0.144838,-0.0184019,0.00732986,-0.145584,-0.00792033,0.617599,-0.0205242,0.181294,0.606757,0.130382,0.187443,6.06757,1.30382,1.87443,54.5924,11.7674,16.8218,0.19681,0.372289,-0.218765,-1.98939,-0.050855,2.39964,-1.54503,0.0435124,0.00464407,0.08405,-0.063453,0.0142947,-0.116638,-0.0025224,
0.00155159,-0.005344,0.010187,0.000817469,-0.14721,-0.0202292,0.00508719,-0.140684,-0.0136723,0.615357,-0.015624,0.175542,0.608027,0.12996,0.183462,6.08027,1.2996,1.83462,54.7351,11.6922,16.4718,0.200682,0.379215,-0.214237,-1.99272,-0.0511989,2.40018,-1.54503,0.0259233,0.12912,0.000629103,0.00208194,-0.00819058,0.0847214,-0.000222499,
0.00528154,0.00788307,-0.00077893,0.00384697,-0.147107,-0.0152301,0.00709612,-0.141352,-0.01559,0.617366,-0.0162924,0.173624,0.612278,0.124391,0.187296,6.12278,1.24391,1.87296,55.1476,11.1395,16.895,0.20124,0.385791,-0.215901,-1.99028,-0.051481,2.40983,-1.54503,-0.00293216,-0.0247619,-0.0322063,0.0290496,0.000417096,-0.0128473,0.00118825,
-0.00735527,-4.16288e-06,0.00123241,0.00428482,-0.142652,-0.0149649,0.00752634,-0.141127,-0.0139139,0.617796,-0.0160674,0.1753,0.6107,0.125285,0.19089,6.107,1.25285,1.9089,54.9472,11.2846,17.2161,0.201092,0.383145,-0.215588,-1.98987,-0.0510192,2.40909,-1.54503,0.000116919,-0.000405007,0.0225061,0.000682761,-1.81468e-05,-0.000449745,0.00114764,
-0.00323799,-0.00412328,0.00723338,-0.00131883,-0.144102,-0.011305,0.00742684,-0.13956,-0.0136679,0.617696,-0.0145,0.175546,0.61017,0.126627,0.18946,6.1017,1.26627,1.8946,54.91,11.4099,17.0371,0.202656,0.382511,-0.214628,-1.98979,-0.051058,2.40785,-1.54504,0.0199247,-0.0237247,-0.000834506,0.00103163,9.486e-06,-0.0329831,-0.00173988,
0.00126857,0.0112372,-0.00247952,-0.00287636,-0.142303,-0.0080896,0.00703663,-0.139225,-0.0105425,0.617306,-0.0141655,0.178672,0.609879,0.125394,0.19234,6.09879,1.25394,1.9234,54.8862,11.2731,17.3394,0.203287,0.376281,-0.214823,-1.98983,-0.051096,2.40137,-1.54503,0.00074915,-0.0909161,-0.00114901,0.00239012,0.000774712,-0.135308,0.000614316,
0.00127795,-7.35259e-05,-0.00903403,-0.00179801,-0.135689,-0.0123258,0.00583532,-0.137071,-0.0076691,0.616105,-0.0120115,0.181545,0.609068,0.127214,0.192088,6.09068,1.27214,1.92088,54.808,11.4674,17.2854,0.204383,0.3695,-0.212495,-1.99006,-0.0509368,2.39103,-1.54504,0.0196541,-0.0184813,0.0520158,-0.00124564,0.000686208,-0.0226711,-0.000337394,
-0.00247217,-0.00472241,-0.000920008,-0.00159853,-0.136641,-0.0183954,0.00473676,-0.132963,-0.010865,0.615006,-0.00790348,0.178349,0.609171,0.129168,0.186018,6.09171,1.29168,1.86018,54.8264,11.6446,16.6809,0.207343,0.373494,-0.208569,-1.99164,-0.051078,2.3917,-1.54504,0.035456,0.0885908,0.0114782,-0.00452336,-0.00144323,0.0378463,-0.00103576,
0.00116368,0.0099088,0.00122485,-0.0029849,-0.13734,-0.0190251,0.00456826,-0.133388,-0.0142034,0.614838,-0.00832808,0.175011,0.610101,0.124635,0.185876,6.10101,1.24635,1.85876,54.9184,11.1718,16.7274,0.207849,0.379808,-0.209505,-1.99144,-0.0513712,2.39512,-1.54504,0.000743609,0.0231696,-0.0202821,0.00528234,0.000417417,0.0120033,-0.00147679,
